c	Title	Release	Applicability	Applicability Limitations	Status	Specific PICS Statements	Supported	
46.1.2.2.1.2	Link establishment from SS to MS	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.1.3	Loss of UA frame	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.1.4	Total loss of UA frame	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.1.5	DM response	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.2.1	Checking N(S)	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.2.2	Busy condition at the peer, with RR sent for resumption of transmission	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.2.3	Busy condition at the peer, with ACK sent for resumption of transmission	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.2.4	SACK frame	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.3.1	Checking N(R)	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.3.2	MS handling busy condition during bi-directional data transfer	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.3.3	SACK frame	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.3.4	ACK frame	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.4.1	Reestablishment due to reception of SABM	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.4.2	Reestablishment due to N200 failures	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.2.4.3	Reestablishment due to reception of DM	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.3.1	Collision of SABM	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.3.2	Collision of SABM and DISC	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.3.3	Collision of SABM and XID commands	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.4.1	Unsolicited DM	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.5.1	Sending FRMR due to undefined command control field	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.5.2	Sending FRMR due to reception of an S frame with incorrect length	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.5.3	Sending FRMR due to reception of an I frame information field exceeding the maximum length	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.5.4	Frame reject condition during establishment of ABM	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.6.1	Simultaneous acknowledged and unacknowledged data transfer on the same SAPI	R97 to Rel-7 only	GPRS MS supporting two or more PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C224			
46.1.2.6.2	Simultaneous acknowledged and unacknowledged data transfer on different SAPIs	R97 to Rel-7 only	GPRS MS supporting two or more PDP contexts		C223			
46.1.2.7.1	Negotiation initiated by the SS during ABM, for T200 and N200	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.7.2	Negotiation initiated by the SS during ADM, for N201-I	R97 to Rel-7 only	All GPRS MS		C215			
46.1.2.7.3-1	Negotiation initiated by the SS (using XID, for IOV-UI) / GEA1	R97 to Rel-11 only	All GPRS MS supporting GEA1		C595	TSPC_Feat_GEA1		
46.1.2.7.3-2	Negotiation initiated by the SS (using XID, for IOV-UI) / GEA2	R97	All GPRS MS supporting GEA2		C415	TSPC_Feat_GEA2		
46.1.2.7.3-3	Negotiation initiated by the SS (using XID, for IOV-UI) / GEA3	Rel-6	All GPRS MS supporting GEA3		C416	TSPC_Feat_GEA3		
46.1.2.7.3-4	Negotiation initiated by the SS (using XID, for IOV-UI) / GEA4	Rel-9	All GPRS MS supporting GEA4		C482	TSPC_Feat_GEA4		
46.1.2.7.4	Negotiation initiated by the SS (during ADM, for N201-U)	R97	All GPRS MS	X1	C215			
46.1.2.7.5-1	Negotiation initiated by the SS (during ADM, for IOV-UI) / GEA1	R97 to Rel-11 only	All GPRS MS supporting GEA1		C595	TSPC_Feat_GEA1		
46.1.2.7.5-2	Negotiation initiated by the SS (during ADM, for IOV-UI) / GEA2	R97	All GPRS MS supporting GEA2		C415	TSPC_Feat_GEA2		
46.1.2.7.5-3	Negotiation initiated by the SS (during ADM, for IOV-UI) / GEA3	Rel-6	All GPRS MS supporting GEA3		C416	TSPC_Feat_GEA3		
46.1.2.7.5-4	Negotiation initiated by the SS (during ADM, for IOV-UI) / GEA4	Rel-9	All GPRS MS supporting GEA4		C482	TSPC_Feat_GEA4		
46.1.2.7.6	Negotiation initiated by the SS (during ABM, for Reset)	R97 to Rel-7 only	GPRS MS supporting two or more PDP contexts		C223			
46.1.2.7.7	XID command with unrecognised type field	R97	All GPRS MS	X1	C215			
46.1.2.7.8	XID Response with out of range values	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.1.1	Mobile originated normal data transfer with LLC in acknowledged mode	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.1.2	Mobile originated normal data transfer with LLC in unacknowledged mode	R97	All GPRS MS	X1	C215			
46.2.2.1.3	Usage of acknowledged mode for data transmission before and after PDP Context modification, on different SAPIs	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.1.4	Reset indication during unacknowledged mode	R97	All GPRS MS	X1	C215			
46.2.2.1.5	Reset indication during acknowledged mode	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.1.6	Inter SGSN (with NAS container / new Routing Area / SGSN indicated Reset) PS Handover / Synchronized cell case / successful	Rel-6 to Rel-7 only	All GPRS MS supporting PS Handover		C463			
46.2.2.2.1	LLC link re-establishment on reception of SN-DATA PDU with F=0 in ack mode in the Receive First Segment state	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.2.2	LLC link re-establishment on receiving second segment with F=1 and with different PCOMP and DCOMP values in the acknowledged mode data transfer	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.2.3	Single segment N-PDU from MS	R97	All GPRS MS	X1	C215			
46.2.2.3.1	LLC link release on receiving DM from the SS during acknowledged data transfer	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.4.1	Response from MS on receiving XID request from the SS	R97	All GPRS MS	X1	C215	TSPC_AddInfo_GPRS_Data_Compr TSPC_AddInfo_GPRS_Header_Compr TSPC_AddInfo_GPRS_Header_Compr_Type_RFC1144 TSPC_AddInfo_GPRS_Header_Compr_Type_RFC2507 TSPC_AddInfo_ROHC_Type_RFC3241 TSPC_AddInfo_ROHC_Type_RFC3242 TSPC_AddInfo_ROHC_Type_RFC3408 TSPC_AddInfo_ROHC_Type_RFC3095		
46.2.2.4.2	Response from MS on receiving an XID request from the SS with an unassigned entity number	R97	All GPRS MS supporting Header Compression	X1	C336			
46.2.2.4.3	Response from MS on receiving an XID response from the SS with unrecognised type field	R97 to Rel-7 only	All GPRS MS		C215			
46.2.2.5	LLC link release on receiving \"Invalid XID response\" from the network during link establishment procedure	R97 to Rel-7 only	All GPRS MS		C215			
47.1.1-1	Intra frequency reallocation of CS resources / Assignment Cmd, test 1	R99	All DTM/GPRS capable MS		C305			
47.1.1-2	Intra frequency reallocation of CS resources / Assignment Cmd, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.1.2-1	Intra frequency reallocation of CS resources / Handover, test 1	R99	All DTM/GPRS capable MS		C305			
47.1.2-2	Intra frequency reallocation of CS resources / Handover, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.1.3-1	Reallocation of CS resources / DTM Assignment Command / Intra frequency, test 1	R99	All DTM/GPRS capable MS		C305			
47.1.3-2	Reallocation of CS resources / DTM Assignment Command / Intra frequency, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.1.4-1	Inter frequency reallocation of CS resources / DTM Assignment, test 1	R99	All DTM/GPRS capable MS and supporting simultaneous multiband operation		C354			
47.1.4-2	Inter frequency reallocation of CS resources / DTM Assignment, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation and supporting simultaneous multiband operation		C355			
47.2.1-1	Mobile Originating CS Release, test 1	R99	All DTM/GPRS capable MS		C305			
47.2.1-2	Mobile Originating CS Release, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.2.2	Void							
47.3.1.1	Handover to same routeing area whilst in dedicated mode & MM Ready / Completed on the main DCCH	R99	All DTM/GPRS capable MS		C305			
47.3.1.2-1	Handover to same routeing area whilst in DTM with DL TBF only, test 1	R99	All DTM/GPRS capable MS		C305			
47.3.1.2-2	Handover to same routeing area whilst in DTM with DL TBF only, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.3.1.3.1-1	Handover to same routeing area whilst in DTM with both DL & UL TBFs / Successful case, test 1	R99	All DTM/GPRS capable MS		C305			
47.3.1.3.1-2	Handover to same routeing area whilst in DTM with both DL & UL TBFs / Successful case, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.3.1.3.2-1	Handover to same routeing area whilst in DTM with both DL & UL TBFs / Abnormal case / Handover Failure, test 1	R99	All DTM/GPRS capable MS		C305			
47.3.1.3.2-2	Handover to same routeing area whilst in DTM with both DL & UL TBFs / Abnormal case / Handover Failure, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.3.2.1	Handover to different routeing area whilst in DM / Performed on main DCCH / RAU complete before CS release	R99	All DTM/GPRS capable MS		C305			
47.3.2.2	Handover to different routeing area whilst in DM / Performed on main DCCH / CS release before RAU complete	R99	All DTM/GPRS capable MS		C305			
47.3.3.1.1-1	Handover to different routeing area whilst in DTM / Performed on TBFs / RAU complete before CS release, test 1	R99	All DTM/GPRS capable MS		C305			
47.3.3.1.1-2	Handover to different routeing area whilst in DTM / Performed on TBFs / RAU complete before CS release, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.3.3.1.2-1	Handover to different routeing area whilst in DTM / Performed on TBFs / CS release before RAU complete, test 1	R99	All DTM/GPRS capable MS		C305			
47.3.3.1.2-2	Handover to different routeing area whilst in DTM / Performed on TBFs / CS release before RAU complete, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
47.3.4.1	Handover to UTRAN while in DTM / Downlink TBF	R99	MS supporting both UTRAN and DTM/GPRS		C315			
47.3.4.2	Handover to UTRAN while in DTM / Uplink TBF	R99	MS supporting both UTRAN and DTM/GPRS		C315			
47.4.1-1	PDP Context Activation / Performed on main DCCH and TBFs, test 1	R99	All DTM/GPRS capable MS		C305			
47.4.1-2	PDP Context Activation / Performed on main DCCH and TBFs, test 2	R99	All DTM/GPRS capable MS supporting singleslot allocation		C310			
51.1.1.1	Void							
51.1.1.2	Void							
51.1.1.3	Void							
51.1.1.4	Void							
51.1.2	Void							
51.1.3	Void							
51.1.4.1	Void							
51.1.4.2	Void							
51.1.5.1.1	RR/Paging/on CCCH for EGPRS service/normal paging with P-TMSI successful	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE TSPC_EGPRS_ENHANC TSPC_operation_mode_A TSPC_operation_mode_B		
51.1.5.1.2	RR/Paging/on CCCH for EGPRS service/normal paging with IMSI successful	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE TSPC_EGPRS_ENHANC TSPC_operation_mode_A TSPC_operation_mode_B		
51.1.5.1.3	RR/Paging/on CCCH for EGPRS service/normal paging with P-TMSI ignored	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE TSPC_EGPRS_ENHANC TSPC_operation_mode_A TSPC_operation_mode_B		
51.1.5.2.1	RR/Paging/on CCCH for EGPRS service/extended paging with P-TMSI successful	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE TSPC_EGPRS_ENHANC TSPC_operation_mode_A TSPC_operation_mode_B		
51.1.5.3	RR/Paging/on CCCH for EGPRS service/paging reorganisation	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE TSPC_EGPRS_ENHANC TSPC_operation_mode_A TSPC_operation_mode_B		
51.1.6	Void							
51.2.1.1	Permission to access the network/priority classes	R99	All EGPRS MS		C216			
51.2.2.1	Initiation of the packet access procedure/establishment causes	R99	All EGPRS MS		C216			
51.2.2.2	Random references for two phase packet access	R99	All EGPRS MS		C216			
51.2.2.3	Random references for one phase packet access and for Access Type ‘signalling’	R99	All EGPRS MS		C216			
51.2.2.4	Initiation of the packet access procedure/timer T3146	R99	All EGPRS MS		C216			
51.2.2.5	Initiation of the packet access procedure/Request Reference	R99	All EGPRS MS		C216			
51.2.2.6	 Two phase packet access / establishment cause	R99	All EGPRS MS		C216			
51.2.2.7	Initiation of the packet access procedure by IPA capable MS / IMMEDIATE PACKET ASSIGNMENT message configured initially and later not configured on MS own Paging sub-channel	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.2.8	Initiation of the packet access procedure by IPA capable MS / IMMEDIATE PACKET ASSIGNMENT message not configured initially and later configured on MS own Paging sub-channel	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.1	Two-message assignment/Successful case	R99	All EGPRS MS		C216			
51.2.3.2	Two-message assignment/Failure cases	R99	All EGPRS MS		C216			
51.2.3.3	Packet uplink assignment/Polling bit set	R99	All EGPRS MS		C216			
51.2.3.4	One phase packet access/Contention resolution/Successful case	R99	All EGPRS MS		C216			
51.2.3.5	One phase packet access/Contention resolution/TLLI mismatch	R99	All EGPRS MS		C216			
51.2.3.6	One phase packet access/Contention resolution/Counter N3104	R99	All EGPRS MS		C216			
51.2.3.7	One phase packet access/Contention resolution/Timer T3166	R99	All EGPRS MS		C216			
51.2.3.8	One phase packet access/Contention resolution/4 access repetition attempts	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE		
51.2.3.9	One phase packet access/TBF starting time	R99	All EGPRS MS		C216			
51.2.3.10	One phase packet access/Timing Advance Index present	R99	All EGPRS MS		C216			
51.2.3.11	One phase packet access/Timing Advance Index not present	R99	All EGPRS MS		C216			
51.2.3.12	Packet Immediate Assignment by IPA Capable MS / One phase packet access / IPA uplink assignment	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.13	Packet Immediate Assignment by IPA capable MS / one phase packet access / IPA uplink assignment / Consecutive EGPRS Packet Channel Requests	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.14	Packet Immediate Assignment by IPA capable MS / one phase packet access / IPA uplink assignment / Radio_Access_Capability_bit set	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.15	Packet Immediate Assignment by IPA capable MS/ one phase packet access /IPA uplink assignment/ Multiple MS devices	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.16	Packet Immediate Assignment by IPA capable MS/ one phase packet access /IPA uplink assignment/ Multiple MS devices/ Radio_Access_Capability_bit set	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.17	Packet Immediate Assignment by IPA capable MS/ one phase packet access /IPA uplink assignment/ Multiple MS devices/ Identical Random Reference and FN Offset	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.18	Packet Immediate Assignment by IPA capable MS/ single block packet access /IPA single block uplink assignment	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.19	Packet Immediate Assignment by IPA capable MS/ single block packet access /IPA single block uplink assignment/Consecutive EGPRS Packet Channel Requests	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.20	Packet Immediate Assignment by IPA capable MS/ single block packet access /IPA single block uplink assignment/ Multiple MS devices	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.21	Packet Immediate Assignment by IPA capable MS/ single block packet access /IPA single block uplink assignment/ Multiple MS devices/Identical Random Reference and FN Offset	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.3.22	Packet Immediate Assignment by IPA capable MS / single block packet access / IPA single block uplink assignment / Multiple MS devices / Order of addressed devices	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.4.1	Multiblock packet access/Packet Resource Request	R99	All EGPRS MS		C216			
51.2.5.1	Packet access rejection/wait indication	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE TSPC_EGPRS_ENHANC		
51.2.5.2	Packet access rejection/assignment before T3142 expires	R99	All EGPRS MS		C216			
51.2.5.3	Packet access rejection / Interpretation of Extended RA i / Correct value of Extended RA i	R99	All EGPRS MS		C216			
51.2.5.4	Packet access rejection / Interpretation of Extended RA i / Extended RA i not included	R99	All EGPRS MS		C216			
51.2.6.1	Initiation of packet downlink assignment procedure/MS listens to correct CCCH block	R99	All EGPRS MS		C216			
51.2.6.2	Initiation of packet downlink assignment procedure/timer T3190	R99	All EGPRS MS		C216			
51.2.6.3	Initiation of packet downlink assignment procedure/TBF starting time	R99	All EGPRS MS		C216			
51.2.6.4	Initiation of packet downlink assignment procedure/incorrect TFI	R99	All EGPRS MS		C216			
51.2.6.5	Initiation of the packet downlink assignment procedure by IPA capable MS/IPA downlink assignment	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.6.6	Initiation of the packet downlink assignment procedure by IPA capable MS/IPA downlink assignment/ Multiple MS devices	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.2.6.9	Initiation of both the packet uplink and downlink assignment procedure by IPA capable MS/Simultaneous IPA uplink and downlink assignment	Rel-11	All EGPRS MS supporting IPA capability		C594			
51.3.1.1	TBF Release/Uplink/Normal/MS initiated/Acknowledged mode	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX (where X = 1..45)		
51.3.1.2	TBF Release/Uplink/Normal/MS initiated/Unacknowledged mode	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX (where X = 1..45)		
51.3.1.3	TBF Release/Uplink/Normal/MS initiated/Channel coding change during countdown	R99	All EGPRS MS		C216			
51.3.2.1	TBF Release/Uplink/Normal/Network initiated/Acknowledged mode	R99	All EGPRS MS		C216			
51.3.2.2	TBF Release/Uplink/Normal/Network initiated/Unacknowledged mode	R99	All EGPRS MS		C216			
51.3.3	TBF Release/Uplink/Network initiated/Abnormal release	R99	All EGPRS MS		C216			
51.3.4.1	TBF Release/Downlink/Normal/Network initiated/Acknowledged mode	R99	All EGPRS MS		C216			
51.3.4.2	TBF Release/Downlink/Normal/Network initiated/Unacknowledged mode	R99	All EGPRS MS		C216			
51.3.5.2	PDCH Release/With TIMESLOTS_AVAILABLE	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX (where X = 1..45)		
51.3.6.1	TBF Release / Extended Uplink / Recalculation of CV before CV = 0	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.2	TBF Release / Extended Uplink / Recalculation of CV after CV = 0	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.3	TBF Release / Extended Uplink / MCS change order while CV=0	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.4	TBF Release / Extended Uplink / TBF reconfigure by PACKET TIMESLOT RECONFIGURE	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.5	TBF Release / Extended Uplink / TBF reconfigure by PACKET UPLINK ASSIGNMENT	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.6	Extended Uplink TBF / Cell Change while in Extended Uplink/ No Packet Neighbouring Cell Data	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.7	Extended Uplink TBF / Cell Change failure while in Extended Uplink/ No Packet Neighbouring Cell Data	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.8	Extended Uplink TBF / Cell Change while in Extended Uplink/ With Packet Neighbouring Cell Data	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1		C331			
51.3.6.9	TBF Release / Extended Uplink / Change of RLC mode / normal release	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1 and supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C338			
51.3.6.10	TBF Release / Extended Uplink / Change of RLC mode / abnormal release	Rel-4	All EGPRS MS supporting GERAN FEATURE PACKAGE 1 and supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C338			
51.5.1.1.1.1-1	Uplink TBF establishment with no reallocation of CS resources / Successful case / Uplink resources assigned, test 1	R99	All DTM/EGPRS capable MS		C342			
51.5.1.1.1.1-2	Uplink TBF establishment with no reallocation of CS resources / Successful case / Uplink resources assigned, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
51.5.1.1.1.2-1	Uplink TBF establishment with no reallocation of CS resources / Successful case / Downlink resources assigned, test 1	R99	All DTM/EGPRS capable MS		C342			
51.5.1.1.1.2-2	Uplink TBF establishment with no reallocation of CS resources / Successful case / Downlink resources assigned, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
51.5.1.1.2.1-1	Uplink TBF establishment with reallocation of CS resources / Successful case, test 1	R99	All DTM/EGPRS capable MS		C342			
51.5.1.1.2.1-2	Uplink TBF establishment with reallocation of CS resources / Successful case, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
51.5.1.2.1.1-1	Downlink TBF establishment in Ready State / Successful case, test 1	R99	All DTM/EGPRS capable MS		C342			
51.5.1.2.1.1-2	Downlink TBF establishment in Ready State / Successful case, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
51.5.3.1.1-1	Uplink TBF establishment with a downlink TBF established and no PS downlink reallocation, test 1	R99	All DTM/EGPRS capable MS		C342			
51.5.3.1.1-2	Uplink TBF establishment with a downlink TBF established and no PS downlink reallocation, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
51.5.3.2.1-1	Downlink TBF establishment with a uplink TBF established and no PS uplink reallocation, test 1	R99	All DTM/EGPRS capable MS		C342			
51.5.3.2.1-2	Downlink TBF establishment with a uplink TBF established and no PS uplink reallocation, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
51.6.1	Void							
52.1.1.1	Void							
52.1.1.2	Void							
52.1.1.3	Void							
52.1.1.4	Void							
52.1.1.6.1	Void							
52.1.1.6.2	Void							
52.1.1.6.3	Void							
52.1.1.7	Void							
52.1.2.1.1.1	Void							
52.1.2.1.1.2	Void							
52.1.2.1.1.3	Void							
52.1.2.1.1.4	Void							
52.1.2.1.2	Void							
52.1.2.1.3.1	Void							
52.1.2.1.3.2	Void							
52.1.2.1.3.3	 Void							
52.1.2.1.4	Void							
52.1.2.1.5	Void							
52.1.2.1.6	Void							
52.1.2.1.7	Void							
52.1.2.1.8.1.1	Void							
52.1.2.1.8.1.2	Void							
52.1.2.1.8.1.3	Void							
52.1.2.1.8.1.4	Void							
52.1.2.1.8.1.5	Void							
52.1.2.1.8.1.6	Void							
52.1.2.1.8.1.7	Void							
52.1.2.1.8.1.8	Void							
52.1.2.1.8.2.1	Void							
52.1.2.1.8.2.2	Void							
52.1.2.1.9.1	Void							
52.1.2.1.9.2.1	Packet Uplink Assignment/Two phase access/Contention resolution/Expiry of timer T3168	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE		
52.1.2.1.9.2.2	Packet Uplink Assignment/Two phase access/Contention resolution/TLLI in Packet Resource Request message	R99	All EGPRS MS		C216			
52.1.2.1.9.2.3	Packet Uplink Assignment/Two phase access/Contention resolution/TLLI mismatch	R99	All EGPRS MS		C216	TSPC_MS_EGPRS_RELEASE		
52.1.2.1.9.3	Packet Uplink Assignment/Two phase access/Radio Access Capabilities	R99	All EGPRS MS		C216	TSPC_Type_GSM_P_Band TSPC_Type_GSM_E_Band TSPC_Type_GSM_R_Band TSPC_Type_ER_GSM_Band TSPC_Type_DCS_Band TSPC_Type_GSM_450_Band TSPC_Type_GSM_480_Band TSPC_Type_PCS_Band TSPC_Type_GSM_700_Band TSPC_Type_GSM_750_Band TSPC_Type_GSM_850_Band TSPC_Type_GSM_710_Band TSPC_Type_T_GSM_810_Band TSPC_Type_T_GSM_380_Band TSPC_Type_T_GSM_410_Band TSPC_Type_T_GSM_900_Band TSPC_GSM850_GSM1800_Interworking TSPC_GSM900_GSM1900_Interworking TSPC_GSM850_GSM900_Interworking TSPC_MS_EGPRS_RELEASE		
52.1.2.1.9.4	Packet Uplink Assignment/Two phase access/Radio Access Capabilities/ Frequency band not supported	R99	All EGPRS MS		C216			
52.1.2.1.9.5	Packet Uplink Assignment/Two phase access/Packet Resource Request/No respond to Packet Downlink Assignment	R99	All EGPRS MS		C216			
52.1.2.1.10.1	Packet Uplink Assignment/Abnormal cases/Incorrect PDCH assignment	R99	All EGPRS MS not operating in EGPRS multislot classes 18 or 29		C423	TSPC_MS_EGPRS_RELEASE TSPC_Type_EGPRS_Multislot_ClassX (where X = 1..45)		
52.1.2.1.10.2	Packet Uplink Assignment/Abnormal cases/Expiry of timer T3164	R99	All EGPRS MS		C216			
52.1.2.2.1	Packet Downlink Assignment/Response to poll bit	R99	All EGPRS MS		C216			
52.1.2.2.2	Void							
52.1.2.2.4	Packet Downlink Assignment/Response to Packet Polling	R99	All EGPRS MS		C216			
52.1.2.2.5.1	Void							
52.1.2.2.5.2	Void							
52.1.2.2.6	Packet Downlink Timing Advance / TA value field not provided 	R99	All EGPRS MS		C216			
52.3.1.1.1	Dynamic Allocation/Uplink Transfer/Normal/Successful	R99	All EGPRS MS		C216			
52.3.1.1.3	Dynamic Allocation/Uplink Transfer/Normal/Starting frame number encoding	R99	All EGPRS MS		C216			
52.3.1.1.4	Dynamic Allocation/Uplink Transfer/Normal/Starting time	R99	All EGPRS MS		C216			
52.3.1.1.5	Void							
52.3.1.1.6	Dynamic Allocation/Uplink Transfer/Normal/T3180 expiry	R99	All EGPRS MS		C216			
52.3.1.1.7	Dynamic Allocation/Uplink Transfer/Normal/PACCH operation	R99	All EGPRS MS		C216			
52.3.1.1.8	Dynamic Allocation/Uplink Transfer/Normal/Two uplink timeslots	R99	All EGPRS MS supporting EGPRS multislot classes 5, 6, 7 and 9 to29		C326			
52.3.1.2.2	Void							
52.3.1.2.3	Void							
52.3.2.1.1	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Normal/Successful	R99	All EGPRS MS		C216			
52.3.2.1.2	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Normal/Multislot capabilities	R99	All EGPRS MS supporting EGPRS multislot classes 2 to 6, 8 to 10 and 19 and 24		C277	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
52.3.2.2.1	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Abnormal/with random access	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
52.3.2.2.2	Dynamic Allocation/Uplink Transfer with Downlink TBF establishment/Abnormal/Continuation of normal operation	R99	All EGPRS MS		C216			
52.3.3.1.1	Dynamic Allocation/Resource reallocation/Successful/Higher throughput class or higher radio priority	R99	EGPRS MS supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C278			
52.3.3.1.2	Dynamic Allocation/Resource reallocation/Successful/Lower throughput class	R99	EGPRS MS supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C278			
52.3.3.1.3	Dynamic Allocation/Resource reallocation/Successful/Different RLC mode and higher radio priority	R99	EGPRS MS supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C278			
52.3.3.2.1	Dynamic Allocation/Resource reallocation/Abnormal/T3168 expiry	R99	EGPRS MS supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C278			
52.3.3.2.2	Dynamic Allocation/Resource reallocation/Abnormal/Invalid assignment	R99	EGPRS MS supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C278	TSPC_Type_GSM_P_Band TSPC_Type_DCS_Band TSPC_Type_GSM_700_Band TSPC_Type_GSM_850_Band TSPC_Type_T_GSM_810_Band		
